Pavarde                  Vardas              Galutinis (Vid.)    Galutinis (Med.)    
PavardeNR89960           VardasNR89960       5.83                6.00                
PavardeNR80383           VardasNR80383       5.83                6.40                
PavardeNR43164           VardasNR43164       5.83                6.40                
PavardeNR23256           VardasNR23256       5.83                6.00                
PavardeNR40619           VardasNR40619       5.83                6.40                
PavardeNR58410           VardasNR58410       5.83                6.40                
PavardeNR11755           VardasNR11755       5.83                6.00                
PavardeNR92321           VardasNR92321       5.83                6.00                
PavardeNR40569           VardasNR40569       5.83                5.60                
PavardeNR4805            VardasNR4805        5.83                6.40                
PavardeNR87802           VardasNR87802       5.83                5.60                
PavardeNR69137           VardasNR69137       5.83                5.60                
PavardeNR7602            VardasNR7602        5.83                6.00                
PavardeNR80399           VardasNR80399       5.83                6.00                
PavardeNR66943           VardasNR66943       5.83                6.00                
PavardeNR92315           VardasNR92315       5.83                5.60                
PavardeNR11824           VardasNR11824       5.83                5.60                
PavardeNR14882           VardasNR14882       5.83                5.60                
PavardeNR80167           VardasNR80167       5.83                5.60                
PavardeNR11849           VardasNR11849       5.83                5.60                
PavardeNR14881           VardasNR14881       5.83                5.60                
PavardeNR24729           VardasNR24729       5.83                5.60                
PavardeNR87777           VardasNR87777       5.83                5.60                
PavardeNR97555           VardasNR97555       5.83                5.60                
PavardeNR28047           VardasNR28047       5.83                6.40                
PavardeNR23308           VardasNR23308       5.83                5.20                
PavardeNR35699           VardasNR35699       5.83                6.00                
PavardeNR50155           VardasNR50155       5.83                5.60                
PavardeNR97666           VardasNR97666       5.83                6.00                
PavardeNR5867            VardasNR5867        5.83                5.60                
PavardeNR46786           VardasNR46786       5.83                5.60                
PavardeNR71750           VardasNR71750       5.83                6.00                
PavardeNR6438            VardasNR6438        5.83                5.60                
PavardeNR59886           VardasNR59886       5.83                6.00                
PavardeNR70608           VardasNR70608       5.83                5.60                
PavardeNR86276           VardasNR86276       5.83                6.00                
PavardeNR42262           VardasNR42262       5.83                5.60                
PavardeNR33169           VardasNR33169       5.83                6.40                
PavardeNR21550           VardasNR21550       5.83                6.00                
PavardeNR57              VardasNR57          5.83                6.80                
PavardeNR20272           VardasNR20272       5.83                5.60                
PavardeNR44806           VardasNR44806       5.83                6.00                
PavardeNR85796           VardasNR85796       5.83                6.40                
PavardeNR31268           VardasNR31268       5.83                5.60                
PavardeNR73881           VardasNR73881       5.83                6.00                
PavardeNR23740           VardasNR23740       5.83                6.00                
PavardeNR28402           VardasNR28402       5.83                5.60                
PavardeNR24300           VardasNR24300       5.83                6.40                
PavardeNR1003            VardasNR1003        5.83                5.60                
PavardeNR49015           VardasNR49015       5.83                6.40                
PavardeNR65336           VardasNR65336       5.83                6.00                
PavardeNR46860           VardasNR46860       5.83                6.00                
PavardeNR313             VardasNR313         5.83                6.40                
PavardeNR41884           VardasNR41884       5.83                6.00                
PavardeNR39387           VardasNR39387       5.83                6.00                
PavardeNR22590           VardasNR22590       5.83                6.00                
PavardeNR75889           VardasNR75889       5.83                6.00                
PavardeNR12824           VardasNR12824       5.83                6.00                
PavardeNR8435            VardasNR8435        5.83                6.00                
PavardeNR93905           VardasNR93905       5.83                5.60                
PavardeNR16329           VardasNR16329       5.83                5.60                
PavardeNR28443           VardasNR28443       5.83                6.00                
PavardeNR75999           VardasNR75999       5.83                6.00                
PavardeNR75997           VardasNR75997       5.83                5.60                
PavardeNR44907           VardasNR44907       5.83                5.60                
PavardeNR95443           VardasNR95443       5.83                6.00                
PavardeNR27195           VardasNR27195       5.83                5.60                
PavardeNR34555           VardasNR34555       5.83                5.20                
PavardeNR34875           VardasNR34875       5.83                6.00                
PavardeNR94661           VardasNR94661       5.83                6.00                
PavardeNR33149           VardasNR33149       5.83                6.40                
PavardeNR85817           VardasNR85817       5.83                6.80                
PavardeNR81966           VardasNR81966       5.83                5.60                
PavardeNR28566           VardasNR28566       5.83                6.40                
PavardeNR9921            VardasNR9921        5.83                5.60                
PavardeNR59928           VardasNR59928       5.83                6.40                
PavardeNR21594           VardasNR21594       5.83                5.20                
PavardeNR84010           VardasNR84010       5.83                6.40                
PavardeNR85810           VardasNR85810       5.83                6.00                
PavardeNR88105           VardasNR88105       5.83                5.60                
PavardeNR42224           VardasNR42224       5.83                6.00                
PavardeNR13119           VardasNR13119       5.83                6.40                
PavardeNR52427           VardasNR52427       5.83                6.00                
PavardeNR2482            VardasNR2482        5.83                5.60                
PavardeNR99408           VardasNR99408       5.83                6.00                
PavardeNR91313           VardasNR91313       5.83                6.00                
PavardeNR35104           VardasNR35104       5.83                6.00                
PavardeNR63238           VardasNR63238       5.83                5.60                
PavardeNR95391           VardasNR95391       5.83                5.60                
PavardeNR30807           VardasNR30807       5.83                5.60                
PavardeNR68075           VardasNR68075       5.83                5.20                
PavardeNR25743           VardasNR25743       5.83                6.40                
PavardeNR68483           VardasNR68483       5.83                5.60                
PavardeNR48707           VardasNR48707       5.83                6.00                
PavardeNR61691           VardasNR61691       5.83                6.00                
PavardeNR54295           VardasNR54295       5.83                5.60                
PavardeNR89660           VardasNR89660       5.83                6.00                
PavardeNR7757            VardasNR7757        5.83                5.60                
PavardeNR35163           VardasNR35163       5.83                6.00                
PavardeNR54337           VardasNR54337       5.83                5.20                
PavardeNR77617           VardasNR77617       5.83                6.00                
PavardeNR98828           VardasNR98828       5.83                6.00                
PavardeNR47032           VardasNR47032       5.83                5.60                
PavardeNR98262           VardasNR98262       5.83                5.60                
PavardeNR94758           VardasNR94758       5.83                6.00                
PavardeNR92577           VardasNR92577       5.83                5.60                
PavardeNR12370           VardasNR12370       5.83                5.20                
PavardeNR24388           VardasNR24388       5.83                6.00                
PavardeNR34133           VardasNR34133       5.83                6.00                
PavardeNR63139           VardasNR63139       5.83                5.20                
PavardeNR22713           VardasNR22713       5.83                5.60                
PavardeNR38338           VardasNR38338       5.83                6.00                
PavardeNR39610           VardasNR39610       5.83                6.00                
PavardeNR68517           VardasNR68517       5.83                6.00                
PavardeNR37675           VardasNR37675       5.83                6.00                
PavardeNR35227           VardasNR35227       5.83                5.60                
PavardeNR37655           VardasNR37655       5.83                6.00                
PavardeNR2516            VardasNR2516        5.83                6.00                
PavardeNR15379           VardasNR15379       5.83                6.40                
PavardeNR89693           VardasNR89693       5.83                6.00                
PavardeNR3865            VardasNR3865        5.83                6.00                
PavardeNR68410           VardasNR68410       5.83                6.00                
PavardeNR61643           VardasNR61643       5.83                6.00                
PavardeNR68415           VardasNR68415       5.83                5.60                
PavardeNR46909           VardasNR46909       5.83                6.40                
PavardeNR81157           VardasNR81157       5.83                5.60                
PavardeNR39447           VardasNR39447       5.83                5.60                
PavardeNR49027           VardasNR49027       5.83                5.60                
PavardeNR654             VardasNR654         5.83                6.00                
PavardeNR25800           VardasNR25800       5.83                6.00                
PavardeNR99434           VardasNR99434       5.83                5.60                
PavardeNR46928           VardasNR46928       5.83                6.00                
PavardeNR54215           VardasNR54215       5.83                4.80                
PavardeNR76342           VardasNR76342       5.83                6.00                
PavardeNR31343           VardasNR31343       5.83                6.40                
PavardeNR87889           VardasNR87889       5.83                5.20                
PavardeNR59751           VardasNR59751       5.83                6.00                
PavardeNR81123           VardasNR81123       5.83                6.00                
PavardeNR56732           VardasNR56732       5.83                6.00                
PavardeNR81120           VardasNR81120       5.83                5.60                
PavardeNR27318           VardasNR27318       5.83                5.60                
PavardeNR59732           VardasNR59732       5.83                6.40                
PavardeNR68464           VardasNR68464       5.83                6.40                
PavardeNR59727           VardasNR59727       5.83                6.00                
PavardeNR56716           VardasNR56716       5.83                6.00                
PavardeNR63174           VardasNR63174       5.83                5.60                
PavardeNR20628           VardasNR20628       5.83                5.20                
PavardeNR10147           VardasNR10147       5.83                6.00                
PavardeNR16121           VardasNR16121       5.83                6.00                
PavardeNR48999           VardasNR48999       5.83                5.20                
PavardeNR52214           VardasNR52214       5.83                5.60                
PavardeNR82077           VardasNR82077       5.83                5.60                
PavardeNR14417           VardasNR14417       5.83                6.00                
PavardeNR38910           VardasNR38910       5.83                5.60                
PavardeNR49439           VardasNR49439       5.83                6.00                
PavardeNR79349           VardasNR79349       5.83                5.60                
PavardeNR8641            VardasNR8641        5.83                6.40                
PavardeNR16144           VardasNR16144       5.83                5.20                
PavardeNR49447           VardasNR49447       5.83                5.60                
PavardeNR77069           VardasNR77069       5.83                6.40                
PavardeNR65908           VardasNR65908       5.83                5.60                
PavardeNR87993           VardasNR87993       5.83                5.60                
PavardeNR73989           VardasNR73989       5.83                5.20                
PavardeNR57048           VardasNR57048       5.83                5.60                
PavardeNR83401           VardasNR83401       5.83                5.60                
PavardeNR20533           VardasNR20533       5.83                5.20                
PavardeNR49461           VardasNR49461       5.83                6.00                
PavardeNR27017           VardasNR27017       5.83                6.00                
PavardeNR76151           VardasNR76151       5.83                6.00                
PavardeNR42055           VardasNR42055       5.83                5.20                
PavardeNR99915           VardasNR99915       5.83                5.60                
PavardeNR7687            VardasNR7687        5.83                6.00                
PavardeNR90698           VardasNR90698       5.83                5.60                
PavardeNR13227           VardasNR13227       5.83                5.60                
PavardeNR76133           VardasNR76133       5.83                6.00                
PavardeNR19141           VardasNR19141       5.83                6.00                
PavardeNR71979           VardasNR71979       5.83                6.00                
PavardeNR12712           VardasNR12712       5.83                6.00                
PavardeNR45387           VardasNR45387       5.83                6.00                
PavardeNR79691           VardasNR79691       5.83                5.60                
PavardeNR98159           VardasNR98159       5.83                5.60                
PavardeNR71127           VardasNR71127       5.83                5.20                
PavardeNR53376           VardasNR53376       5.83                6.00                
PavardeNR85075           VardasNR85075       5.83                6.00                
PavardeNR41961           VardasNR41961       5.83                6.40                
PavardeNR94128           VardasNR94128       5.83                5.20                
PavardeNR19112           VardasNR19112       5.83                5.60                
PavardeNR15649           VardasNR15649       5.83                5.60                
PavardeNR53406           VardasNR53406       5.83                6.00                
PavardeNR30980           VardasNR30980       5.83                6.00                
PavardeNR36272           VardasNR36272       5.83                6.00                
PavardeNR8629            VardasNR8629        5.83                5.60                
PavardeNR2343            VardasNR2343        5.83                6.80                
PavardeNR10156           VardasNR10156       5.83                5.60                
PavardeNR19485           VardasNR19485       5.83                5.60                
PavardeNR15674           VardasNR15674       5.83                6.40                
PavardeNR26952           VardasNR26952       5.83                6.40                
PavardeNR86191           VardasNR86191       5.83                5.20                
PavardeNR24134           VardasNR24134       5.83                5.60                
PavardeNR1043            VardasNR1043        5.83                6.00                
PavardeNR74334           VardasNR74334       5.83                6.00                
PavardeNR53324           VardasNR53324       5.83                5.60                
PavardeNR99303           VardasNR99303       5.83                6.00                
PavardeNR74339           VardasNR74339       5.83                6.40                
PavardeNR12759           VardasNR12759       5.83                5.60                
PavardeNR63371           VardasNR63371       5.83                6.00                
PavardeNR8679            VardasNR8679        5.83                6.00                
PavardeNR52402           VardasNR52402       5.83                6.00                
PavardeNR61443           VardasNR61443       5.83                6.00                
PavardeNR30174           VardasNR30174       5.83                5.20                
PavardeNR63299           VardasNR63299       5.83                6.40                
PavardeNR76890           VardasNR76890       5.83                6.40                
PavardeNR61460           VardasNR61460       5.83                6.00                
PavardeNR61465           VardasNR61465       5.83                6.40                
PavardeNR91838           VardasNR91838       5.83                6.40                
PavardeNR49536           VardasNR49536       5.83                5.60                
PavardeNR5327            VardasNR5327        5.83                6.00                
PavardeNR76035           VardasNR76035       5.83                5.60                
PavardeNR45007           VardasNR45007       5.83                5.60                
PavardeNR70760           VardasNR70760       5.83                5.60                
PavardeNR44997           VardasNR44997       5.83                6.40                
PavardeNR37991           VardasNR37991       5.83                6.00                
PavardeNR46683           VardasNR46683       5.83                6.00                
PavardeNR70750           VardasNR70750       5.83                6.00                
PavardeNR27132           VardasNR27132       5.83                6.00                
PavardeNR94623           VardasNR94623       5.83                5.60                
PavardeNR9112            VardasNR9112        5.83                5.60                
PavardeNR51883           VardasNR51883       5.83                6.00                
PavardeNR46708           VardasNR46708       5.83                5.20                
PavardeNR30413           VardasNR30413       5.83                5.60                
PavardeNR27160           VardasNR27160       5.83                6.00                
PavardeNR96396           VardasNR96396       5.83                5.20                
PavardeNR30870           VardasNR30870       5.83                5.20                
PavardeNR16023           VardasNR16023       5.83                6.40                
PavardeNR92647           VardasNR92647       5.83                5.60                
PavardeNR76911           VardasNR76911       5.83                5.60                
PavardeNR52099           VardasNR52099       5.83                6.40                
PavardeNR16184           VardasNR16184       5.83                5.60                
PavardeNR57012           VardasNR57012       5.83                5.20                
PavardeNR13245           VardasNR13245       5.83                5.60                
PavardeNR26159           VardasNR26159       5.83                6.80                
PavardeNR57002           VardasNR57002       5.83                6.00                
PavardeNR8652            VardasNR8652        5.83                6.40                
PavardeNR28495           VardasNR28495       5.83                5.60                
PavardeNR65125           VardasNR65125       5.83                6.00                
PavardeNR38897           VardasNR38897       5.83                5.60                
PavardeNR12788           VardasNR12788       5.83                5.60                
PavardeNR52041           VardasNR52041       5.83                5.60                
PavardeNR33113           VardasNR33113       5.83                6.40                
PavardeNR56975           VardasNR56975       5.83                5.60                
PavardeNR83092           VardasNR83092       5.83                5.60                
PavardeNR45077           VardasNR45077       5.83                6.00                
PavardeNR10270           VardasNR10270       5.83                6.00                
PavardeNR89861           VardasNR89861       5.83                6.00                
PavardeNR65095           VardasNR65095       5.83                6.00                
PavardeNR20549           VardasNR20549       5.83                5.60                
PavardeNR3281            VardasNR3281        5.83                6.00                
PavardeNR89155           VardasNR89155       5.83                6.40                
PavardeNR28833           VardasNR28833       5.83                5.60                
PavardeNR70833           VardasNR70833       5.83                6.00                
PavardeNR21667           VardasNR21667       5.83                5.60                
PavardeNR27096           VardasNR27096       5.83                5.60                
PavardeNR60081           VardasNR60081       5.83                6.00                
PavardeNR23883           VardasNR23883       5.83                5.60                
PavardeNR80852           VardasNR80852       5.83                6.00                
PavardeNR72652           VardasNR72652       5.83                6.00                
PavardeNR3881            VardasNR3881        5.83                6.00                
PavardeNR31639           VardasNR31639       5.83                5.60                
PavardeNR64682           VardasNR64682       5.83                5.60                
PavardeNR5228            VardasNR5228        5.83                5.60                
PavardeNR83110           VardasNR83110       5.83                6.00                
PavardeNR21908           VardasNR21908       5.83                6.00                
PavardeNR35457           VardasNR35457       5.83                6.00                
PavardeNR97424           VardasNR97424       5.83                6.00                
PavardeNR76731           VardasNR76731       5.83                6.00                
PavardeNR98361           VardasNR98361       5.83                6.00                
PavardeNR47343           VardasNR47343       5.83                5.60                
PavardeNR16905           VardasNR16905       5.83                6.00                
PavardeNR84640           VardasNR84640       5.83                5.60                
PavardeNR44068           VardasNR44068       5.83                6.00                
PavardeNR38709           VardasNR38709       5.83                6.40                
PavardeNR84208           VardasNR84208       5.83                5.60                
PavardeNR73612           VardasNR73612       5.83                6.40                
PavardeNR81869           VardasNR81869       5.83                6.00                
PavardeNR75522           VardasNR75522       5.83                6.00                
PavardeNR7611            VardasNR7611        5.83                5.60                
PavardeNR54905           VardasNR54905       5.83                6.00                
PavardeNR63974           VardasNR63974       5.83                6.40                
PavardeNR9466            VardasNR9466        5.83                5.60                
PavardeNR16699           VardasNR16699       5.83                6.00                
PavardeNR66575           VardasNR66575       5.83                6.00                
PavardeNR22845           VardasNR22845       5.83                5.60                
PavardeNR83899           VardasNR83899       5.83                6.40                
PavardeNR74230           VardasNR74230       5.83                5.60                
PavardeNR84867           VardasNR84867       5.83                6.40                
PavardeNR97290           VardasNR97290       5.83                6.00                
PavardeNR36193           VardasNR36193       5.83                5.60                
PavardeNR7835            VardasNR7835        5.83                6.00                
PavardeNR37480           VardasNR37480       5.83                6.00                
PavardeNR29785           VardasNR29785       5.83                5.60                
PavardeNR98702           VardasNR98702       5.83                5.20                
PavardeNR36604           VardasNR36604       5.83                6.80                
PavardeNR85024           VardasNR85024       5.83                6.00                
PavardeNR15800           VardasNR15800       5.83                6.80                
PavardeNR60713           VardasNR60713       5.83                6.00                
PavardeNR54794           VardasNR54794       5.83                6.00                
PavardeNR33815           VardasNR33815       5.83                5.60                
PavardeNR75562           VardasNR75562       5.83                5.20                
PavardeNR96198           VardasNR96198       5.83                6.00                
PavardeNR67495           VardasNR67495       5.83                5.60                
PavardeNR41051           VardasNR41051       5.83                6.00                
PavardeNR16746           VardasNR16746       5.83                5.60                
PavardeNR98375           VardasNR98375       5.83                5.60                
PavardeNR13588           VardasNR13588       5.83                6.00                
PavardeNR47494           VardasNR47494       5.83                6.40                
PavardeNR9016            VardasNR9016        5.83                5.20                
PavardeNR47559           VardasNR47559       5.83                6.00                
PavardeNR66757           VardasNR66757       5.83                6.40                
PavardeNR69713           VardasNR69713       5.83                5.60                
PavardeNR23523           VardasNR23523       5.83                6.40                
PavardeNR22076           VardasNR22076       5.83                6.00                
PavardeNR33424           VardasNR33424       5.83                5.60                
PavardeNR72786           VardasNR72786       5.83                6.00                
PavardeNR17386           VardasNR17386       5.83                6.00                
PavardeNR7854            VardasNR7854        5.83                6.00                
PavardeNR79514           VardasNR79514       5.83                5.20                
PavardeNR25272           VardasNR25272       5.83                6.00                
PavardeNR98669           VardasNR98669       5.83                5.60                
PavardeNR7863            VardasNR7863        5.83                6.00                
PavardeNR2565            VardasNR2565        5.83                6.00                
PavardeNR34781           VardasNR34781       5.83                6.00                
PavardeNR38428           VardasNR38428       5.83                5.20                
PavardeNR89277           VardasNR89277       5.83                5.60                
PavardeNR84206           VardasNR84206       5.83                6.00                
PavardeNR87368           VardasNR87368       5.83                6.40                
PavardeNR56322           VardasNR56322       5.83                5.20                
PavardeNR71649           VardasNR71649       5.83                6.40                
PavardeNR39982           VardasNR39982       5.83                5.20                
PavardeNR19268           VardasNR19268       5.83                5.60                
PavardeNR92157           VardasNR92157       5.83                6.00                
PavardeNR88436           VardasNR88436       5.83                6.00                
PavardeNR1453            VardasNR1453        5.83                6.40                
PavardeNR47585           VardasNR47585       5.83                5.60                
PavardeNR2104            VardasNR2104        5.83                6.40                
PavardeNR69870           VardasNR69870       5.83                6.40                
PavardeNR28620           VardasNR28620       5.83                6.00                
PavardeNR89511           VardasNR89511       5.83                6.00                
PavardeNR52606           VardasNR52606       5.83                5.60                
PavardeNR40213           VardasNR40213       5.83                6.00                
PavardeNR38688           VardasNR38688       5.83                5.20                
PavardeNR41807           VardasNR41807       5.83                5.60                
PavardeNR65426           VardasNR65426       5.83                5.60                
PavardeNR72845           VardasNR72845       5.83                5.60                
PavardeNR33908           VardasNR33908       5.83                6.40                
PavardeNR25353           VardasNR25353       5.83                6.00                
PavardeNR98695           VardasNR98695       5.83                6.00                
PavardeNR28624           VardasNR28624       5.83                6.00                
PavardeNR38421           VardasNR38421       5.83                6.00                
PavardeNR2283            VardasNR2283        5.83                6.40                
PavardeNR84256           VardasNR84256       5.83                5.20                
PavardeNR9035            VardasNR9035        5.83                6.40                
PavardeNR80962           VardasNR80962       5.83                5.60                
PavardeNR63100           VardasNR63100       5.83                6.40                
PavardeNR17488           VardasNR17488       5.83                5.20                
PavardeNR61864           VardasNR61864       5.83                6.00                
PavardeNR44301           VardasNR44301       5.83                5.60                
PavardeNR4238            VardasNR4238        5.83                6.40                
PavardeNR35263           VardasNR35263       5.83                6.40                
PavardeNR71693           VardasNR71693       5.83                5.60                
PavardeNR90340           VardasNR90340       5.83                6.00                
PavardeNR17352           VardasNR17352       5.83                5.20                
PavardeNR16630           VardasNR16630       5.83                6.00                
PavardeNR43620           VardasNR43620       5.83                6.00                
PavardeNR22756           VardasNR22756       5.83                5.60                
PavardeNR80959           VardasNR80959       5.83                6.00                
PavardeNR35291           VardasNR35291       5.83                6.40                
PavardeNR16656           VardasNR16656       5.83                6.00                
PavardeNR99843           VardasNR99843       5.83                6.00                
PavardeNR89099           VardasNR89099       5.83                6.00                
PavardeNR97859           VardasNR97859       5.83                5.20                
PavardeNR52667           VardasNR52667       5.83                6.40                
PavardeNR13071           VardasNR13071       5.83                5.60                
PavardeNR81629           VardasNR81629       5.83                5.20                
PavardeNR36741           VardasNR36741       5.83                5.60                
PavardeNR26475           VardasNR26475       5.83                6.00                
PavardeNR44356           VardasNR44356       5.83                6.00                
PavardeNR60586           VardasNR60586       5.83                6.00                
PavardeNR73477           VardasNR73477       5.83                5.20                
PavardeNR25614           VardasNR25614       5.83                5.60                
PavardeNR87477           VardasNR87477       5.83                6.00                
PavardeNR70220           VardasNR70220       5.83                6.00                
PavardeNR32518           VardasNR32518       5.83                6.00                
PavardeNR71592           VardasNR71592       5.83                5.60                
PavardeNR15257           VardasNR15257       5.83                6.00                
PavardeNR82798           VardasNR82798       5.83                6.40                
PavardeNR32889           VardasNR32889       5.83                6.00                
PavardeNR71699           VardasNR71699       5.83                6.00                
PavardeNR61885           VardasNR61885       5.83                5.60                
PavardeNR64773           VardasNR64773       5.83                5.60                
PavardeNR57336           VardasNR57336       5.83                5.60                
PavardeNR99514           VardasNR99514       5.83                6.00                
PavardeNR87817           VardasNR87817       5.83                5.60                
PavardeNR9627            VardasNR9627        5.83                6.00                
PavardeNR6045            VardasNR6045        5.83                5.60                
PavardeNR36566           VardasNR36566       5.83                5.60                
PavardeNR86745           VardasNR86745       5.83                5.20                
PavardeNR39782           VardasNR39782       5.83                6.00                
PavardeNR9458            VardasNR9458        5.83                6.00                
PavardeNR31574           VardasNR31574       5.83                6.00                
PavardeNR44221           VardasNR44221       5.83                6.00                
PavardeNR44212           VardasNR44212       5.83                5.20                
PavardeNR12242           VardasNR12242       5.83                6.00                
PavardeNR10031           VardasNR10031       5.83                5.60                
PavardeNR77819           VardasNR77819       5.83                6.40                
PavardeNR1261            VardasNR1261        5.83                5.60                
PavardeNR69595           VardasNR69595       5.83                5.60                
PavardeNR18083           VardasNR18083       5.83                6.00                
PavardeNR31852           VardasNR31852       5.83                6.40                
PavardeNR94841           VardasNR94841       5.83                6.00                
PavardeNR12227           VardasNR12227       5.83                6.40                
PavardeNR22108           VardasNR22108       5.83                6.00                
PavardeNR29505           VardasNR29505       5.83                6.00                
PavardeNR80906           VardasNR80906       5.83                6.00                
PavardeNR1531            VardasNR1531        5.83                5.20                
PavardeNR27738           VardasNR27738       5.83                6.40                
PavardeNR45794           VardasNR45794       5.83                6.00                
PavardeNR37152           VardasNR37152       5.83                5.60                
PavardeNR92999           VardasNR92999       5.83                5.20                
PavardeNR50103           VardasNR50103       5.83                5.60                
PavardeNR79008           VardasNR79008       5.83                5.60                
PavardeNR25525           VardasNR25525       5.83                5.60                
PavardeNR22807           VardasNR22807       5.83                5.60                
PavardeNR41190           VardasNR41190       5.83                5.60                
PavardeNR18491           VardasNR18491       5.83                6.00                
PavardeNR41917           VardasNR41917       5.83                6.00                
PavardeNR80550           VardasNR80550       5.83                6.40                
PavardeNR99900           VardasNR99900       5.83                6.00                
PavardeNR4084            VardasNR4084        5.83                6.00                
PavardeNR70171           VardasNR70171       5.83                6.00                
PavardeNR27193           VardasNR27193       5.83                6.00                
PavardeNR59878           VardasNR59878       5.83                6.00                
PavardeNR590             VardasNR590         5.83                6.40                
PavardeNR90512           VardasNR90512       5.83                6.00                
PavardeNR98923           VardasNR98923       5.83                6.00                
PavardeNR95367           VardasNR95367       5.83                6.40                
PavardeNR51866           VardasNR51866       5.83                6.00                
PavardeNR41705           VardasNR41705       5.83                5.60                
PavardeNR2184            VardasNR2184        5.83                6.00                
PavardeNR28119           VardasNR28119       5.86                5.40                
PavardeNR11707           VardasNR11707       5.86                6.20                
PavardeNR74365           VardasNR74365       5.86                5.40                
PavardeNR18048           VardasNR18048       5.86                6.60                
PavardeNR40756           VardasNR40756       5.86                5.80                
PavardeNR97661           VardasNR97661       5.86                5.80                
PavardeNR14229           VardasNR14229       5.86                5.80                
PavardeNR23509           VardasNR23509       5.86                6.20                
PavardeNR32800           VardasNR32800       5.86                5.80                
PavardeNR48957           VardasNR48957       5.86                5.80                
PavardeNR89131           VardasNR89131       5.86                6.60                
PavardeNR83445           VardasNR83445       5.86                6.20                
PavardeNR68014           VardasNR68014       5.86                6.20                
PavardeNR89293           VardasNR89293       5.86                5.80                
PavardeNR37321           VardasNR37321       5.86                6.20                
PavardeNR90684           VardasNR90684       5.86                5.40                
PavardeNR58255           VardasNR58255       5.86                5.80                
PavardeNR79397           VardasNR79397       5.86                5.80                
PavardeNR56160           VardasNR56160       5.86                5.80                
PavardeNR5911            VardasNR5911        5.86                5.40                
PavardeNR2582            VardasNR2582        5.86                5.40                
PavardeNR48366           VardasNR48366       5.86                5.40                
PavardeNR2346            VardasNR2346        5.86                5.40                
PavardeNR8012            VardasNR8012        5.86                5.80                
PavardeNR80265           VardasNR80265       5.86                5.40                
PavardeNR40893           VardasNR40893       5.86                5.80                
PavardeNR32846           VardasNR32846       5.86                5.80                
PavardeNR86974           VardasNR86974       5.86                5.00                
PavardeNR14783           VardasNR14783       5.86                6.20                
PavardeNR20788           VardasNR20788       5.86                5.80                
PavardeNR85268           VardasNR85268       5.86                5.80                
PavardeNR88748           VardasNR88748       5.86                6.20                
PavardeNR78838           VardasNR78838       5.86                6.20                
PavardeNR40962           VardasNR40962       5.86                5.40                
PavardeNR86644           VardasNR86644       5.86                5.40                
PavardeNR49396           VardasNR49396       5.86                6.20                
PavardeNR48760           VardasNR48760       5.86                5.80                
PavardeNR28373           VardasNR28373       5.86                5.00                
PavardeNR56539           VardasNR56539       5.86                5.40                
PavardeNR23704           VardasNR23704       5.86                5.40                
PavardeNR79148           VardasNR79148       5.86                5.00                
PavardeNR36568           VardasNR36568       5.86                5.80                
PavardeNR87092           VardasNR87092       5.86                6.20                
PavardeNR32641           VardasNR32641       5.86                6.20                
PavardeNR92607           VardasNR92607       5.86                6.60                
PavardeNR58032           VardasNR58032       5.86                5.80                
PavardeNR92744           VardasNR92744       5.86                6.20                
PavardeNR18230           VardasNR18230       5.86                5.40                
PavardeNR56036           VardasNR56036       5.86                6.20                
PavardeNR5939            VardasNR5939        5.86                6.20                
PavardeNR42287           VardasNR42287       5.86                5.00                
PavardeNR58361           VardasNR58361       5.86                5.80                
PavardeNR32262           VardasNR32262       5.86                6.60                
PavardeNR98436           VardasNR98436       5.86                6.20                
PavardeNR41080           VardasNR41080       5.86                6.20                
PavardeNR49338           VardasNR49338       5.86                5.80                
PavardeNR56489           VardasNR56489       5.86                5.40                
PavardeNR68938           VardasNR68938       5.86                5.40                
PavardeNR98149           VardasNR98149       5.86                6.60                
PavardeNR33293           VardasNR33293       5.86                5.80                
PavardeNR49780           VardasNR49780       5.86                6.20                
PavardeNR28991           VardasNR28991       5.86                5.40                
PavardeNR1188            VardasNR1188        5.86                6.20                
PavardeNR49752           VardasNR49752       5.86                6.20                
PavardeNR73721           VardasNR73721       5.86                6.20                
PavardeNR79051           VardasNR79051       5.86                5.40                
PavardeNR56068           VardasNR56068       5.86                6.20                
PavardeNR74282           VardasNR74282       5.86                6.20                
PavardeNR85295           VardasNR85295       5.86                6.20                
PavardeNR80019           VardasNR80019       5.86                5.40                
PavardeNR73782           VardasNR73782       5.86                5.80                
PavardeNR79462           VardasNR79462       5.86                5.80                
PavardeNR32594           VardasNR32594       5.86                5.80                
PavardeNR8936            VardasNR8936        5.86                6.20                
PavardeNR63847           VardasNR63847       5.86                5.40                
PavardeNR11212           VardasNR11212       5.86                6.20                
